     #MC step,      Etot,     sig666,   sig655,   sig555,   sig544,   sig533,   sig532,   sig522,   sig521,   sig444,   sig433,   sig422,   sig421,   sig411,   sig400,   sig322,   sig311,   sig300,   sig211,   sig200,   sig100,   sig000
      3470,     -140.877960, 0.004348, 0.000000, 0.130435, 0.104348, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.147826, 0.073913, 0.043478, 0.004348, 0.000000, 0.256522, 0.130435, 0.004348, 0.056522, 0.043478, 0.000000, 0.000000
      3471,     -141.776978, 0.000000, 0.000000, 0.090909, 0.017316, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.025974, 0.329004, 0.000000, 0.000000, 0.000000, 0.229437, 0.255411, 0.012987, 0.000000, 0.038961, 0.000000, 0.000000
      3472,     -142.351532, 0.000000, 0.000000, 0.016393, 0.010929, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.027322, 0.218579, 0.207650, 0.000000, 0.000000, 0.054645, 0.147541, 0.016393, 0.158470, 0.131148, 0.010929, 0.000000
      3473,     -142.351288, 0.000000, 0.000000, 0.102564, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.384615, 0.000000, 0.000000, 0.000000, 0.256410, 0.256410, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
      3474,     -141.559372, 0.000000, 0.000000, 0.087719, 0.030702, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.026316, 0.302632, 0.017544, 0.000000, 0.000000, 0.192982, 0.245614, 0.017544, 0.035088, 0.039474, 0.004386, 0.000000
      3475,     -141.114319, 0.000000, 0.000000, 0.118421, 0.039474, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.021930, 0.267544, 0.008772, 0.000000, 0.000000, 0.214912, 0.192982, 0.048246, 0.008772, 0.078947, 0.000000, 0.000000
      3476,     -141.459213, 0.008658, 0.000000, 0.112554, 0.025974, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.038961, 0.281385, 0.008658, 0.000000, 0.000000, 0.233766, 0.220779, 0.021645, 0.000000, 0.047619, 0.000000, 0.000000
      3477,     -140.611664, 0.000000, 0.000000, 0.067265, 0.044843, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.085202, 0.224215, 0.017937, 0.004484, 0.000000, 0.237668, 0.201794, 0.004484, 0.053812, 0.058296, 0.000000, 0.000000
      3478,     -141.459213, 0.000000, 0.000000, 0.009709, 0.092233, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.135922, 0.116505, 0.077670, 0.000000, 0.000000, 0.145631, 0.218447, 0.024272, 0.082524, 0.092233, 0.004854, 0.000000
      3479,     -141.559372, 0.004464, 0.000000, 0.080357, 0.071429, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.183036, 0.075893, 0.040179, 0.000000, 0.000000, 0.241071, 0.196429, 0.000000, 0.049107, 0.058036, 0.000000, 0.000000
      3480,     -140.880249, 0.000000, 0.000000, 0.092105, 0.083333, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.122807, 0.144737, 0.030702, 0.000000, 0.000000, 0.254386, 0.162281, 0.030702, 0.026316, 0.048246, 0.004386, 0.000000
      3481,     -141.559631, 0.000000, 0.000000, 0.070485, 0.017621, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.017621, 0.290749, 0.035242, 0.004405, 0.000000, 0.220264, 0.251101, 0.017621, 0.026432, 0.048458, 0.000000, 0.000000
      3482,     -140.306839, 0.000000, 0.000000, 0.124424, 0.073733, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.142857, 0.142857, 0.013825, 0.000000, 0.000000, 0.262673, 0.138249, 0.013825, 0.027650, 0.059908, 0.000000, 0.000000
      3483,     -142.351532, 0.000000, 0.000000, 0.102564, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.384615, 0.000000, 0.000000, 0.000000, 0.256410, 0.256410, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
      3484,     -141.764297, 0.004310, 0.000000, 0.099138, 0.025862, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.025862, 0.314655, 0.017241, 0.000000, 0.000000, 0.237069, 0.228448, 0.008621, 0.025862, 0.012931, 0.000000, 0.000000
      3485,     -141.228134, 0.000000, 0.000000, 0.061135, 0.039301, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.052402, 0.266376, 0.013100, 0.000000, 0.000000, 0.253275, 0.262009, 0.004367, 0.017467, 0.030568, 0.000000, 0.000000
      3486,     -141.662659, 0.008621, 0.000000, 0.090517, 0.021552, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.025862, 0.318966, 0.008621, 0.000000, 0.000000, 0.237069, 0.219828, 0.021552, 0.025862, 0.021552, 0.000000, 0.000000
      3487,     -140.404602, 0.000000, 0.000000, 0.080717, 0.071749, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.112108, 0.103139, 0.067265, 0.004484, 0.000000, 0.224215, 0.224215, 0.004484, 0.026906, 0.080717, 0.000000, 0.000000
      3488,     -141.777222, 0.000000, 0.000000, 0.090909, 0.017316, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.025974, 0.329004, 0.000000, 0.000000, 0.000000, 0.229437, 0.255411, 0.012987, 0.000000, 0.038961, 0.000000, 0.000000
      3489,     -140.880249, 0.000000, 0.000000, 0.080645, 0.059140, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.139785, 0.086022, 0.048387, 0.005376, 0.000000, 0.263441, 0.161290, 0.021505, 0.075269, 0.053763, 0.005376, 0.000000
      3490,     -141.777222, 0.000000, 0.000000, 0.060748, 0.074766, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.107477, 0.177570, 0.032710, 0.000000, 0.000000, 0.172897, 0.182243, 0.009346, 0.060748, 0.121495, 0.000000, 0.000000
      3491,     -141.559631, 0.000000, 0.000000, 0.071429, 0.080357, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.200893, 0.044643, 0.035714, 0.008929, 0.000000, 0.227679, 0.174107, 0.013393, 0.062500, 0.071429, 0.008929, 0.000000
      3492,     -141.766739, 0.004310, 0.000000, 0.099138, 0.025862, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.025862, 0.314655, 0.017241, 0.000000, 0.000000, 0.237069, 0.228448, 0.008621, 0.025862, 0.012931, 0.000000, 0.000000
      3493,     -140.880249, 0.000000, 0.000000, 0.050000, 0.045455, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.068182, 0.218182, 0.054545, 0.000000, 0.000000, 0.200000, 0.186364, 0.040909, 0.059091, 0.077273, 0.000000, 0.000000
      3494,     -140.145157, 0.000000, 0.000000, 0.036364, 0.040909, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.072727, 0.113636, 0.159091, 0.004545, 0.000000, 0.145455, 0.236364, 0.013636, 0.050000, 0.127273, 0.000000, 0.000000
      3495,     -141.766113, 0.008658, 0.000000, 0.090909, 0.021645, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.025974, 0.320346, 0.000000, 0.000000, 0.000000, 0.238095, 0.233766, 0.012987, 0.030303, 0.012987, 0.004329, 0.000000
      3496,     -142.351532, 0.000000, 0.000000, 0.086758, 0.063927, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.164384, 0.105023, 0.022831, 0.004566, 0.000000, 0.214612, 0.164384, 0.013699, 0.073059, 0.086758, 0.000000, 0.000000
      3497,     -140.877960, 0.000000, 0.000000, 0.079646, 0.084071, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.163717, 0.070796, 0.084071, 0.013274, 0.000000, 0.212389, 0.150442, 0.004425, 0.079646, 0.053097, 0.004425, 0.000000
      3498,     -141.757523, 0.008584, 0.000000, 0.103004, 0.021459, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.034335, 0.313305, 0.008584, 0.000000, 0.000000, 0.248927, 0.227468, 0.008584, 0.012876, 0.012876, 0.000000, 0.000000
      3499,     -140.145157, 0.000000, 0.000000, 0.110553, 0.075377, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.180905, 0.075377, 0.040201, 0.000000, 0.000000, 0.216080, 0.155779, 0.005025, 0.075377, 0.065327, 0.000000, 0.000000
      3500,     -141.660736, 0.008584, 0.000000, 0.094421, 0.017167, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.025751, 0.326180, 0.008584, 0.000000, 0.000000, 0.244635, 0.223176, 0.021459, 0.008584, 0.021459, 0.000000, 0.000000
      3501,     -140.611572, 0.000000, 0.000000, 0.067265, 0.044843, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.085202, 0.224215, 0.017937, 0.004484, 0.000000, 0.237668, 0.201794, 0.004484, 0.053812, 0.058296, 0.000000, 0.000000
      3502,     -141.757523, 0.000000, 0.000000, 0.043689, 0.038835, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.126214, 0.169903, 0.072816, 0.009709, 0.000000, 0.131068, 0.165049, 0.019417, 0.072816, 0.150485, 0.000000, 0.000000
      3503,     -140.145157, 0.000000, 0.000000, 0.073394, 0.087156, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.146789, 0.082569, 0.050459, 0.004587, 0.000000, 0.220183, 0.155963, 0.018349, 0.068807, 0.087156, 0.004587, 0.000000
      3504,     -141.660736, 0.000000, 0.000000, 0.083700, 0.070485, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.185022, 0.088106, 0.013216, 0.008811, 0.000000, 0.246696, 0.202643, 0.013216, 0.030837, 0.057269, 0.000000, 0.000000
      3505,     -140.609726, 0.000000, 0.000000, 0.078947, 0.118421, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.188596, 0.074561, 0.039474, 0.008772, 0.000000, 0.219298, 0.157895, 0.000000, 0.048246, 0.065789, 0.000000, 0.000000
      3506,     -141.559845, 0.000000, 0.000000, 0.070485, 0.017621, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.017621, 0.290749, 0.035242, 0.004405, 0.000000, 0.220264, 0.251101, 0.017621, 0.026432, 0.048458, 0.000000, 0.000000
      3507,     -140.880249, 0.000000, 0.000000, 0.009050, 0.067873, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.081448, 0.067873, 0.149321, 0.013575, 0.000000, 0.131222, 0.280543, 0.031674, 0.049774, 0.117647, 0.000000, 0.000000
      3508,     -140.611328, 0.004367, 0.000000, 0.126638, 0.082969, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.187773, 0.061135, 0.030568, 0.004367, 0.000000, 0.253275, 0.135371, 0.013100, 0.026201, 0.074236, 0.000000, 0.000000
      3509,     -140.566986, 0.000000, 0.000000, 0.099567, 0.116883, 0.000000, 0.004329, 0.000000, 0.000000, 0.000000, 0.203463, 0.056277, 0.034632, 0.008658, 0.000000, 0.255411, 0.138528, 0.012987, 0.038961, 0.030303, 0.000000, 0.000000
      3510,     -140.611572, 0.000000, 0.000000, 0.099448, 0.082873, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.093923, 0.071823, 0.027624, 0.000000, 0.000000, 0.287293, 0.176796, 0.033149, 0.027624, 0.099448, 0.000000, 0.000000
      3511,     -140.877411, 0.004367, 0.000000, 0.091703, 0.109170, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.161572, 0.074236, 0.052402, 0.004367, 0.000000, 0.244541, 0.148472, 0.004367, 0.056769, 0.048035, 0.000000, 0.000000
      3512,     -140.619843, 0.000000, 0.000000, 0.098214, 0.035714, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.053571, 0.263393, 0.013393, 0.000000, 0.000000, 0.223214, 0.191964, 0.004464, 0.049107, 0.066964, 0.000000, 0.000000
      3513,     -140.566986, 0.000000, 0.000000, 0.077982, 0.059633, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.082569, 0.100917, 0.082569, 0.009174, 0.000000, 0.183486, 0.188073, 0.022936, 0.091743, 0.100917, 0.000000, 0.000000
      3514,     -140.745941, 0.000000, 0.000000, 0.102222, 0.071111, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.106667, 0.102222, 0.048889, 0.008889, 0.000000, 0.213333, 0.186667, 0.026667, 0.040000, 0.093333, 0.000000, 0.000000
      3515,     -140.619843, 0.000000, 0.000000, 0.118280, 0.069892, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.209677, 0.064516, 0.026882, 0.000000, 0.000000, 0.263441, 0.075269, 0.000000, 0.102151, 0.064516, 0.005376, 0.000000
      3516,     -140.619995, 0.000000, 0.000000, 0.089686, 0.035874, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.053812, 0.273543, 0.013453, 0.000000, 0.000000, 0.206278, 0.188341, 0.004484, 0.062780, 0.071749, 0.000000, 0.000000
      3517,     -141.559952, 0.000000, 0.000000, 0.070485, 0.017621, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.017621, 0.290749, 0.035242, 0.004405, 0.000000, 0.220264, 0.251101, 0.017621, 0.026432, 0.048458, 0.000000, 0.000000
      3518,     -140.566986, 0.000000, 0.000000, 0.108808, 0.082902, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.155440, 0.124352, 0.000000, 0.000000, 0.000000, 0.233161, 0.124352, 0.015544, 0.088083, 0.062176, 0.000000, 0.005181
      3519,     -142.351318, 0.000000, 0.000000, 0.102564, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.384615, 0.000000, 0.000000, 0.000000, 0.256410, 0.256410, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
      3520,     -140.570999, 0.000000, 0.000000, 0.101770, 0.026549, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.057522, 0.296460, 0.022124, 0.000000, 0.000000, 0.221239, 0.163717, 0.008850, 0.039823, 0.061947, 0.000000, 0.000000
      3521,     -140.745941, 0.000000, 0.000000, 0.040541, 0.063063, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.148649, 0.148649, 0.058559, 0.004505, 0.000000, 0.135135, 0.184685, 0.022523, 0.063063, 0.121622, 0.009009, 0.000000
      3522,     -140.567780, 0.000000, 0.000000, 0.140969, 0.079295, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.132159, 0.074890, 0.013216, 0.013216, 0.000000, 0.277533, 0.132159, 0.035242, 0.030837, 0.066079, 0.004405, 0.000000
      3523,     -140.798950, 0.000000, 0.000000, 0.031532, 0.045045, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.067568, 0.153153, 0.121622, 0.004505, 0.000000, 0.162162, 0.243243, 0.036036, 0.067568, 0.067568, 0.000000, 0.000000
      3524,     -141.559555, 0.000000, 0.000000, 0.070485, 0.017621, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.017621, 0.290749, 0.035242, 0.004405, 0.000000, 0.220264, 0.251101, 0.017621, 0.026432, 0.048458, 0.000000, 0.000000
      3525,     -141.660172, 0.012876, 0.000000, 0.094421, 0.017167, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.038627, 0.317597, 0.000000, 0.000000, 0.000000, 0.240343, 0.218884, 0.021459, 0.017167, 0.021459, 0.000000, 0.000000
      3526,     -141.765579, 0.008621, 0.000000, 0.094828, 0.017241, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.025862, 0.327586, 0.000000, 0.000000, 0.000000, 0.245690, 0.237069, 0.012931, 0.012931, 0.012931, 0.004310, 0.000000
      3527,     -140.661575, 0.000000, 0.000000, 0.111111, 0.071111, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.137778, 0.115556, 0.013333, 0.000000, 0.000000, 0.266667, 0.146667, 0.031111, 0.048889, 0.053333, 0.004444, 0.000000
      3528,     -140.661575, 0.000000, 0.000000, 0.140351, 0.105263, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.153509, 0.078947, 0.017544, 0.000000, 0.000000, 0.228070, 0.140351, 0.013158, 0.074561, 0.048246, 0.000000, 0.000000
      3529,     -141.728912, 0.000000, 0.000000, 0.086957, 0.021739, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.026087, 0.321739, 0.008696, 0.000000, 0.000000, 0.221739, 0.234783, 0.013043, 0.017391, 0.047826, 0.000000, 0.000000
      3530,     -141.652802, 0.008584, 0.000000, 0.103004, 0.025751, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.030043, 0.300429, 0.017167, 0.000000, 0.000000, 0.244635, 0.210300, 0.021459, 0.017167, 0.021459, 0.000000, 0.000000
      3531,     -141.651901, 0.008584, 0.000000, 0.103004, 0.025751, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.030043, 0.300429, 0.017167, 0.000000, 0.000000, 0.244635, 0.210300, 0.021459, 0.017167, 0.021459, 0.000000, 0.000000
      3532,     -140.262833, 0.000000, 0.000000, 0.089686, 0.076233, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.152466, 0.107623, 0.058296, 0.000000, 0.000000, 0.228700, 0.134529, 0.004484, 0.071749, 0.058296, 0.017937, 0.000000
      3533,     -142.351318, 0.000000, 0.000000, 0.136585, 0.078049, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.156098, 0.068293, 0.029268, 0.004878, 0.000000, 0.239024, 0.141463, 0.014634, 0.058537, 0.073171, 0.000000, 0.000000
      3534,     -140.566986, 0.000000, 0.000000, 0.081218, 0.050761, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.162437, 0.096447, 0.020305, 0.005076, 0.000000, 0.223350, 0.192893, 0.030457, 0.065990, 0.071066, 0.000000, 0.000000
      3535,     -140.209656, 0.000000, 0.000000, 0.140351, 0.087719, 0.000000, 0.000000, 0.000000, 0.000000, 0.004386, 0.188596, 0.048246, 0.013158, 0.004386, 0.000000, 0.289474, 0.122807, 0.008772, 0.035088, 0.052632, 0.004386, 0.000000
      3536,     -140.348969, 0.000000, 0.000000, 0.018100, 0.058824, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.153846, 0.104072, 0.104072, 0.009050, 0.000000, 0.162896, 0.235294, 0.000000, 0.072398, 0.076923, 0.004525, 0.000000
      3537,     -140.585556, 0.000000, 0.000000, 0.144105, 0.082969, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.174672, 0.082969, 0.017467, 0.004367, 0.000000, 0.288210, 0.091703, 0.013100, 0.039301, 0.056769, 0.004367, 0.000000
      3538,     -140.393066, 0.000000, 0.000000, 0.013699, 0.036530, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.054795, 0.164384, 0.173516, 0.009132, 0.000000, 0.095890, 0.228310, 0.009132, 0.105023, 0.109589, 0.000000, 0.000000
      3539,     -141.765442, 0.008584, 0.000000, 0.098712, 0.012876, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.025751, 0.334764, 0.000000, 0.000000, 0.000000, 0.253219, 0.236051, 0.012876, 0.000000, 0.017167, 0.000000, 0.000000
      3540,     -142.351471, 0.000000, 0.000000, 0.102564, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.384615, 0.000000, 0.000000, 0.000000, 0.256410, 0.256410, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
      3541,     -140.078430, 0.000000, 0.000000, 0.027778, 0.032407, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.055556, 0.111111, 0.111111, 0.004630, 0.000000, 0.138889, 0.314815, 0.018519, 0.050926, 0.129630, 0.000000, 0.004630
      3542,     -140.799042, 0.000000, 0.000000, 0.031532, 0.045045, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.067568, 0.153153, 0.121622, 0.004505, 0.000000, 0.162162, 0.243243, 0.036036, 0.067568, 0.067568, 0.000000, 0.000000
      3543,     -141.560669, 0.000000, 0.000000, 0.091703, 0.026201, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.026201, 0.310044, 0.017467, 0.000000, 0.000000, 0.200873, 0.244541, 0.017467, 0.021834, 0.043668, 0.000000, 0.000000
      3544,     -140.700455, 0.008734, 0.000000, 0.039301, 0.104803, 0.000000, 0.000000, 0.000000, 0.000000, 0.013100, 0.113537, 0.135371, 0.074236, 0.008734, 0.000000, 0.200873, 0.170306, 0.021834, 0.061135, 0.048035, 0.000000, 0.000000
      3545,     -141.807632, 0.000000, 0.000000, 0.095238, 0.004329, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.359307, 0.000000, 0.000000, 0.000000, 0.229437, 0.251082, 0.021645, 0.000000, 0.038961, 0.000000, 0.000000
      3546,     -140.700455, 0.004739, 0.000000, 0.071090, 0.037915, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.104265, 0.142180, 0.023697, 0.018957, 0.000000, 0.246446, 0.156398, 0.047393, 0.056872, 0.085308, 0.004739, 0.000000
      3547,     -140.269104, 0.000000, 0.000000, 0.062500, 0.066964, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.129464, 0.196429, 0.031250, 0.008929, 0.000000, 0.183036, 0.165179, 0.004464, 0.098214, 0.049107, 0.004464, 0.000000
      3548,     -141.728912, 0.000000, 0.000000, 0.086735, 0.091837, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.163265, 0.086735, 0.040816, 0.005102, 0.000000, 0.193878, 0.168367, 0.005102, 0.066327, 0.086735, 0.005102, 0.000000
      3549,     -141.693176, 0.000000, 0.000000, 0.086580, 0.021645, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.025974, 0.320346, 0.008658, 0.000000, 0.000000, 0.220779, 0.242424, 0.021645, 0.008658, 0.043290, 0.000000, 0.000000
      3550,     -140.472961, 0.000000, 0.000000, 0.054299, 0.054299, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.104072, 0.126697, 0.072398, 0.004525, 0.000000, 0.153846, 0.244344, 0.018100, 0.063348, 0.099548, 0.004525, 0.000000
      3551,     -141.559479, 0.000000, 0.000000, 0.087719, 0.030702, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.026316, 0.302632, 0.017544, 0.000000, 0.000000, 0.192982, 0.245614, 0.017544, 0.035088, 0.039474, 0.004386, 0.000000
      3552,     -140.863480, 0.000000, 0.000000, 0.017778, 0.093333, 0.000000, 0.000000, 0.000000, 0.000000, 0.013333, 0.106667, 0.066667, 0.182222, 0.004444, 0.000000, 0.124444, 0.222222, 0.013333, 0.084444, 0.071111, 0.000000, 0.000000
      3553,     -140.700455, 0.000000, 0.000000, 0.048889, 0.075556, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.111111, 0.155556, 0.071111, 0.004444, 0.000000, 0.204444, 0.186667, 0.017778, 0.066667, 0.057778, 0.000000, 0.000000
      3554,     -140.692459, 0.004405, 0.000000, 0.039648, 0.101322, 0.000000, 0.000000, 0.000000, 0.000000, 0.013216, 0.101322, 0.149780, 0.083700, 0.004405, 0.000000, 0.176211, 0.180617, 0.013216, 0.070485, 0.061674, 0.000000, 0.000000
      3555,     -141.807632, 0.000000, 0.000000, 0.164444, 0.075556, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.128889, 0.084444, 0.013333, 0.000000, 0.000000, 0.275556, 0.093333, 0.022222, 0.075556, 0.048889, 0.017778, 0.000000
      3556,     -140.892273, 0.000000, 0.000000, 0.149123, 0.087719, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.192982, 0.074561, 0.013158, 0.008772, 0.000000, 0.254386, 0.083333, 0.013158, 0.074561, 0.039474, 0.008772, 0.000000
      3557,     -140.269104, 0.000000, 0.000000, 0.095238, 0.061905, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.219048, 0.066667, 0.009524, 0.000000, 0.000000, 0.219048, 0.195238, 0.009524, 0.033333, 0.090476, 0.000000, 0.000000
      3558,     -141.805008, 0.000000, 0.000000, 0.099567, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.367965, 0.012987, 0.000000, 0.000000, 0.238095, 0.225108, 0.021645, 0.012987, 0.021645, 0.000000, 0.000000
      3559,     -140.371658, 0.008658, 0.000000, 0.190476, 0.069264, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.203463, 0.034632, 0.012987, 0.000000, 0.000000, 0.307359, 0.086580, 0.004329, 0.038961, 0.043290, 0.000000, 0.000000
      3560,     -141.658035, 0.008621, 0.000000, 0.090517, 0.021552, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.025862, 0.318966, 0.008621, 0.000000, 0.000000, 0.237069, 0.219828, 0.021552, 0.025862, 0.021552, 0.000000, 0.000000
      3561,     -142.351501, 0.000000, 0.000000, 0.102564, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.384615, 0.000000, 0.000000, 0.000000, 0.256410, 0.256410, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
      3562,     -141.804962, 0.000000, 0.000000, 0.095238, 0.004329, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.359307, 0.000000, 0.000000, 0.000000, 0.229437, 0.251082, 0.021645, 0.000000, 0.038961, 0.000000, 0.000000
      3563,     -141.804962, 0.000000, 0.000000, 0.076923, 0.056410, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.169231, 0.071795, 0.025641, 0.000000, 0.000000, 0.251282, 0.194872, 0.010256, 0.051282, 0.087179, 0.005128, 0.000000
      3564,     -140.444595, 0.000000, 0.000000, 0.054299, 0.049774, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.063348, 0.199095, 0.022624, 0.004525, 0.000000, 0.230769, 0.221719, 0.022624, 0.027149, 0.104072, 0.000000, 0.000000
      3565,     -141.804962, 0.000000, 0.000000, 0.102564, 0.035897, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.056410, 0.220513, 0.025641, 0.000000, 0.000000, 0.200000, 0.184615, 0.005128, 0.066667, 0.097436, 0.000000, 0.005128
      3566,     -141.700439, 0.000000, 0.000000, 0.086580, 0.021645, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.025974, 0.320346, 0.008658, 0.000000, 0.000000, 0.220779, 0.242424, 0.021645, 0.008658, 0.043290, 0.000000, 0.000000
      3567,     -141.559814, 0.000000, 0.000000, 0.070485, 0.017621, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.017621, 0.290749, 0.035242, 0.004405, 0.000000, 0.220264, 0.251101, 0.017621, 0.026432, 0.048458, 0.000000, 0.000000
      3568,     -140.863480, 0.000000, 0.000000, 0.110048, 0.076555, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.143541, 0.071770, 0.009569, 0.019139, 0.000000, 0.282297, 0.148325, 0.028708, 0.057416, 0.047847, 0.004785, 0.000000
      3569,     -142.351349, 0.000000, 0.000000, 0.102564, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.384615, 0.000000, 0.000000, 0.000000, 0.256410, 0.256410, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
      3570,     -140.342758, 0.008811, 0.000000, 0.074890, 0.070485, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.162996, 0.101322, 0.052863, 0.000000, 0.000000, 0.255507, 0.198238, 0.008811, 0.030837, 0.035242, 0.000000, 0.000000
